SaleID,name,regDate,model,brand,bodyType,fuelType,gearbox,power,kilometer,notRepairedDamage,regionCode,seller,offerType,creatDate,price
687080,奥迪A6L 2017款 30 FSI 舒适型,2024-03-12,舒适型,奥迪A6L,6,4,1,121,44221,1,4411,个人,1,2024-06-27,58
505547,奔驰GLC 2018款 改款 GLC 260 4MATIC 豪华型,2024-03-17,豪华型,奔驰GLC,6,0,0,176,79067,0,5737,个人,1,2024-06-27,84
733110,揽胜运动版 2018款 3.0 V6 HSE DYNAMIC,2023-10-30,DYNAMIC,揽胜运动版,1,1,1,162,71534,1,2087,个人,0,2024-06-27,41
719975,奔驰C级 2017款 改款 C 180 L 时尚型运动版,2024-02-27,时尚型运动版,奔驰C级,1,6,0,162,243948,0,9920,个人,1,2024-06-27,43
625549,奔驰GLB 2022款 GLB 200 时尚型,2024-05-29,时尚型,奔驰GLB,0,1,0,134,223691,0,8441,个人,0,2024-06-27,41
794953,沃尔沃XC90 2022款 B6 智逸豪华版 7座,2023-07-17,7座,沃尔沃XC90,2,6,1,197,153817,0,3319,个人,0,2024-06-27,95
963743,奥迪A6L 2021款 45 TFSI quattro 尊享致雅型,2023-07-07,尊享致雅型,奥迪A6L,4,5,0,223,244407,0,1939,个人,0,2024-06-27,30
618203,宝马M2 2018款 M2,2023-08-12,M2,宝马M2,3,1,0,222,189527,0,6694,个人,0,2024-06-27,57
475948,奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,2024-04-08,动感型,奔驰GLC,4,3,1,151,267378,1,1750,个人,0,2024-06-27,26
991682,英菲尼迪QX80 2016款 5.6L 4WD,2024-03-24,4WD,英菲尼迪QX80,1,1,1,71,128904,1,9111,个人,1,2024-06-27,9
847981,发现 2021款 360PS R-Dynamic S,2024-06-16,S,发现,4,6,1,64,152351,1,3388,个人,1,2024-06-27,77
299587,奔驰E级 2016款 E 300 L 时尚型,2024-05-29,时尚型,奔驰E级,1,6,1,186,34624,0,1026,个人,1,2024-06-27,42
775225,奔驰CLS 2012款 CLS 300 CGI,2023-10-16,CGI,奔驰CLS,5,3,0,261,94052,1,6949,个人,0,2024-06-27,45
189165,奔驰GLB 2022款 GLB 200 动感型,2023-07-03,动感型,奔驰GLB,0,6,1,125,104321,1,2028,个人,1,2024-06-27,66
499104,宝马7系 2013款 730Li 豪华型,2023-12-28,豪华型,宝马7系,0,3,1,82,299360,0,7601,个人,1,2024-06-27,16
943264,沃尔沃XC60(进口) 2012款 T5 智雅版,2024-05-27,智雅版,沃尔沃XC60(进口),4,4,1,147,41648,0,2979,个人,1,2024-06-27,87
588189,奔驰E级 2018款 E 200 运动型 4MATIC,2023-07-31,4MATIC,奔驰E级,1,6,0,179,118378,1,5695,个人,0,2024-06-27,96
583043,宝马X5(进口) 2015款 xDrive28i,2024-04-05,xDrive28i,宝马X5(进口),3,3,0,114,183785,0,1475,个人,1,2024-06-27,54
671724,奥迪A6L 2018款 30周年年型 30 FSI 风尚型,2024-04-21,风尚型,奥迪A6L,5,1,1,74,39542,1,8897,个人,0,2024-06-27,95
643387,宝马5系(进口) 2012款 530i 领先型 旅行版,2023-06-28,旅行版,宝马5系(进口),5,0,1,235,140354,0,7299,个人,0,2024-06-27,46
843130,宝马X5(进口) 2020款 xDrive30i M运动套装,2023-08-06,M运动套装,宝马X5(进口),4,1,1,176,141078,1,4918,个人,0,2024-06-27,22
965377,奔驰S级 2018款 S 320 L,2023-07-02,L,奔驰S级,2,6,0,208,64618,0,7859,个人,0,2024-06-27,56
139282,传祺M6 2021款 Pro 270T 自动豪华版,2024-03-17,自动豪华版,传祺M6,0,0,0,241,78603,1,2479,个人,0,2024-06-27,93
826988,宝马5系 2011款 523Li 豪华型,2023-10-30,豪华型,宝马5系,1,0,0,87,74731,1,7881,个人,0,2024-06-27,85
850454,揽胜极光 2021款 极光L 249PS R-Dynamic HSE奢享版,2023-08-21,HSE奢享版,揽胜极光,3,2,0,197,33947,0,2068,个人,1,2024-06-27,10
743912,Panamera 2010款 Panamera 4 3.6L,2024-04-22,3.6L,Panamera,7,0,1,286,232753,0,6476,个人,0,2024-06-27,71
768339,奔驰B级 2020款 B 180,2024-02-28,180,奔驰B级,0,1,0,154,27362,0,3581,个人,1,2024-06-27,58
898304,宝马3系 2010款 325i 时尚型,2023-07-09,时尚型,宝马3系,6,3,0,161,142121,0,8485,个人,1,2024-06-27,31
697101,奥迪A6L 2011款 2.8 FSI 舒适型,2023-11-03,舒适型,奥迪A6L,0,5,1,265,167627,0,8635,个人,1,2024-06-27,32
978767,凯迪拉克XTS 2018款 28T 技术型,2023-12-07,技术型,凯迪拉克XTS,3,3,1,243,21363,1,9344,个人,1,2024-06-27,69
163130,别克GL8 2013款 2.4L CT豪华商务舒适版,2023-10-17,CT豪华商务舒适版,别克GL8,4,2,0,75,47675,1,8863,个人,0,2024-06-27,59
188606,探界者 2018款 550T 自动四驱拓界版,2024-06-23,自动四驱拓界版,探界者,6,3,1,205,11137,1,9403,个人,0,2024-06-27,56
909133,蒙迪欧 2013款 2.0L GTDi240豪华运动型,2024-05-03,GTDi240豪华运动型,蒙迪欧,6,1,0,169,286908,0,1009,个人,1,2024-06-27,37
588948,奔驰GLC 2018款 GLC 260 4MATIC 动感型,2023-08-28,动感型,奔驰GLC,0,4,1,258,259308,0,2787,个人,0,2024-06-27,34
135616,凯迪拉克XT5 2018款 28T 四驱豪华型,2023-09-19,四驱豪华型,凯迪拉克XT5,7,3,0,186,102415,1,6681,个人,1,2024-06-27,15
604784,别克GL8 2011款 3.0L XT豪华商务旗舰版,2024-03-22,XT豪华商务旗舰版,别克GL8,4,4,0,261,119520,1,5775,个人,1,2024-06-27,13
732453,奔驰M级 2012款 ML 300,2023-10-25,300,奔驰M级,5,5,0,72,154235,1,3769,个人,1,2024-06-27,56
215091,宝马M4 2014款 M4敞篷轿跑车,2023-08-13,M4敞篷轿跑车,宝马M4,6,3,1,213,260691,1,2590,个人,1,2024-06-27,35
511081,雷克萨斯IS 2009款 300 炫动版,2024-01-02,炫动版,雷克萨斯IS,1,0,0,97,212399,1,6207,个人,1,2024-06-27,81
954756,捷豹XEL 2020款 2.0T 200PS R-DYNAMIC 青春运动版,2023-08-09,青春运动版,捷豹XEL,0,5,0,292,282287,0,1754,个人,1,2024-06-27,5
896711,奥迪A4L 2019款 40 TFSI 时尚型 国VI,2023-12-12,国VI,奥迪A4L,4,6,1,74,272126,1,9919,个人,1,2024-06-27,41
663826,凯迪拉克XT5 2018款 28T 四驱豪华型,2023-10-09,四驱豪华型,凯迪拉克XT5,0,0,0,69,52681,1,3426,个人,0,2024-06-27,46
513631,MINI 2015款 2.0T COOPER S 五门版,2023-12-30,五门版,MINI,6,1,0,76,16145,0,4002,个人,0,2024-06-27,52
510311,本田CR-V 2012款 2.0L 四驱经典版,2024-01-21,四驱经典版,本田CR-V,1,1,1,187,11704,1,9916,个人,0,2024-06-27,80
932200,凯迪拉克XTS 2018款 28T 技术型,2024-01-22,技术型,凯迪拉克XTS,0,5,0,248,220213,1,9690,个人,0,2024-06-27,90
836376,奔驰R级 2017款 R 320 4MATIC 商务型臻藏版,2023-11-02,商务型臻藏版,奔驰R级,2,5,0,203,26840,0,3950,个人,1,2024-06-27,77
155323,Cayman 2015款 Cayman Style Edition 2.7L,2024-02-19,2.7L,Cayman,2,4,0,58,265023,0,5708,个人,0,2024-06-27,51
953399,奔驰C级(进口) 2019款 C 260 4MATIC 轿跑车,2024-03-30,轿跑车,奔驰C级(进口),7,5,1,176,250631,0,1978,个人,1,2024-06-27,40
815272,奔驰GL级 2015款 GL 400 4MATIC动感型,2024-02-07,4MATIC动感型,奔驰GL级,4,3,0,274,52403,0,6480,个人,1,2024-06-27,1
137009,宝马5系 2018款 528Li 上市特别版,2023-07-31,上市特别版,宝马5系,0,0,1,221,6381,1,7278,个人,1,2024-06-27,50
489845,朗逸 2019款 280TSI DSG舒适版 国VI,2024-04-10,国VI,朗逸,4,3,1,258,89666,0,3528,个人,0,2024-06-27,15
571558,捷达 2015款 1.6L 手动时尚型,2023-12-15,手动时尚型,捷达,1,3,0,120,229705,0,9895,个人,1,2024-06-27,25
139120,宝马3系 2021款 325Li M运动套装,2023-08-21,M运动套装,宝马3系,1,5,1,120,144599,1,4069,个人,0,2024-06-27,69
570815,奔驰V级 2017款 V 260 领航版,2024-04-15,领航版,奔驰V级,0,5,1,78,292492,0,2087,个人,0,2024-06-27,59
417915,奔驰C级 2018款 C 200 L 运动版,2023-12-11,运动版,奔驰C级,2,6,0,295,127164,0,3885,个人,1,2024-06-27,98
640804,MINI CLUBMAN 2016款 改款 1.5T COOPER,2024-01-30,COOPER,MINI,2,1,0,64,73046,0,5879,个人,1,2024-06-27,90
100990,天籁 2020款 2.0L XL 舒适版,2023-10-07,舒适版,天籁,0,2,0,122,151116,0,6129,个人,0,2024-06-27,92
519545,奔驰GLB 2022款 GLB 200 时尚型,2024-01-31,时尚型,奔驰GLB,4,1,1,187,266397,1,4499,个人,1,2024-06-27,91
966604,揽胜 2014款 3.0 V6 SC Vogue SE 创世加长版,2024-05-05,创世加长版,揽胜,2,2,1,91,115758,1,2372,个人,1,2024-06-27,67
385899,奔驰GLC 2016款 GLC 260 4MATIC 豪华型,2023-12-12,豪华型,奔驰GLC,2,5,1,163,188939,0,4942,个人,1,2024-06-27,16
246376,奥迪A6L 2017款 30 FSI 舒适型,2023-09-10,舒适型,奥迪A6L,5,0,1,106,233161,0,4305,个人,0,2024-06-27,4
950787,奔驰GLC 2018款 改款 GLC 260 4MATIC 豪华型,2024-02-04,豪华型,奔驰GLC,0,3,1,266,185655,1,2819,个人,1,2024-06-27,94
991465,揽胜运动版 2018款 3.0 V6 HSE DYNAMIC,2023-07-18,DYNAMIC,揽胜运动版,2,6,1,269,53078,1,4716,个人,0,2024-06-27,41
122825,奔驰C级 2017款 改款 C 180 L 时尚型运动版,2024-05-17,时尚型运动版,奔驰C级,5,1,1,256,284590,0,4131,个人,0,2024-06-27,92
848163,奔驰GLB 2022款 GLB 200 时尚型,2024-05-27,时尚型,奔驰GLB,3,6,1,228,132354,0,8688,个人,1,2024-06-27,22
578017,沃尔沃XC90 2022款 B6 智逸豪华版 7座,2023-11-19,7座,沃尔沃XC90,1,6,0,225,23079,0,6611,个人,1,2024-06-27,59
796792,奥迪A6L 2021款 45 TFSI quattro 尊享致雅型,2024-03-12,尊享致雅型,奥迪A6L,3,0,1,169,191814,0,1296,个人,1,2024-06-27,28
155523,宝马M2 2018款 M2,2024-03-13,M2,宝马M2,4,3,1,213,183494,0,9889,个人,1,2024-06-27,81
779194,奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,2024-04-12,动感型,奔驰GLC,1,4,0,165,4222,1,4174,个人,1,2024-06-27,88
368972,英菲尼迪QX80 2016款 5.6L 4WD,2024-03-27,4WD,英菲尼迪QX80,1,6,0,134,239764,0,9827,个人,1,2024-06-27,58
939294,发现 2021款 360PS R-Dynamic S,2023-07-12,S,发现,5,1,1,65,81014,1,1571,个人,0,2024-06-27,58
927288,奔驰E级 2016款 E 300 L 时尚型,2023-10-29,时尚型,奔驰E级,4,3,0,163,205935,1,7244,个人,0,2024-06-27,8
430699,奔驰CLS 2012款 CLS 300 CGI,2023-12-31,CGI,奔驰CLS,3,4,0,147,140772,1,9615,个人,0,2024-06-27,2
576063,奔驰GLB 2022款 GLB 200 动感型,2024-01-13,动感型,奔驰GLB,7,2,0,134,272842,0,2155,个人,1,2024-06-27,100
316732,宝马7系 2013款 730Li 豪华型,2023-12-23,豪华型,宝马7系,5,4,1,175,33827,0,6499,个人,0,2024-06-27,23
147796,沃尔沃XC60(进口) 2012款 T5 智雅版,2024-01-27,智雅版,沃尔沃XC60(进口),7,5,0,266,191105,0,5593,个人,0,2024-06-27,9
698096,奔驰E级 2018款 E 200 运动型 4MATIC,2023-07-17,4MATIC,奔驰E级,3,0,1,199,176961,1,2353,个人,1,2024-06-27,46
439068,宝马X5(进口) 2015款 xDrive28i,2024-06-02,xDrive28i,宝马X5(进口),5,1,0,247,170972,0,5021,个人,0,2024-06-27,62
528049,奥迪A6L 2018款 30周年年型 30 FSI 风尚型,2024-04-19,风尚型,奥迪A6L,7,1,1,96,216833,1,8140,个人,0,2024-06-27,72
257102,宝马5系(进口) 2012款 530i 领先型 旅行版,2023-10-18,旅行版,宝马5系(进口),1,5,1,191,178379,0,8420,个人,0,2024-06-27,65
819350,宝马X5(进口) 2020款 xDrive30i M运动套装,2024-04-20,M运动套装,宝马X5(进口),4,3,1,150,40414,0,1768,个人,1,2024-06-27,90
256985,奔驰S级 2018款 S 320 L,2023-11-06,L,奔驰S级,7,0,1,215,290223,1,7343,个人,1,2024-06-27,54
800655,传祺M6 2021款 Pro 270T 自动豪华版,2024-01-15,自动豪华版,传祺M6,5,5,1,71,276805,0,3953,个人,0,2024-06-27,43
658661,宝马5系 2011款 523Li 豪华型,2024-04-01,豪华型,宝马5系,0,4,1,65,291150,0,4343,个人,1,2024-06-27,94
773185,揽胜极光 2021款 极光L 249PS R-Dynamic HSE奢享版,2024-05-08,HSE奢享版,揽胜极光,4,0,1,219,299862,1,4728,个人,1,2024-06-27,49
806339,Panamera 2010款 Panamera 4 3.6L,2023-09-29,3.6L,Panamera,1,2,1,64,255846,1,6233,个人,0,2024-06-27,82
583971,奔驰B级 2020款 B 180,2024-06-01,180,奔驰B级,1,4,1,227,34233,0,9473,个人,1,2024-06-27,31
124928,宝马3系 2010款 325i 时尚型,2024-06-13,时尚型,宝马3系,4,1,1,66,70388,0,8247,个人,1,2024-06-27,30
265140,奥迪A6L 2011款 2.8 FSI 舒适型,2023-08-27,舒适型,奥迪A6L,5,1,0,145,37430,0,9764,个人,0,2024-06-27,78
854396,凯迪拉克XTS 2018款 28T 技术型,2023-10-29,技术型,凯迪拉克XTS,0,2,0,216,153892,0,1715,个人,0,2024-06-27,72
406067,别克GL8 2013款 2.4L CT豪华商务舒适版,2024-06-05,CT豪华商务舒适版,别克GL8,7,3,0,282,199174,1,8336,个人,1,2024-06-27,92
216710,探界者 2018款 550T 自动四驱拓界版,2024-06-09,自动四驱拓界版,探界者,5,1,1,259,261729,0,6133,个人,1,2024-06-27,54
188738,蒙迪欧 2013款 2.0L GTDi240豪华运动型,2024-06-17,GTDi240豪华运动型,蒙迪欧,0,1,1,172,41583,0,3346,个人,0,2024-06-27,59
508048,奔驰GLC 2018款 GLC 260 4MATIC 动感型,2023-11-13,动感型,奔驰GLC,0,2,1,242,166103,0,8822,个人,1,2024-06-27,86
603614,凯迪拉克XT5 2018款 28T 四驱豪华型,2023-07-14,四驱豪华型,凯迪拉克XT5,3,2,0,206,247778,0,5425,个人,1,2024-06-27,64
822507,别克GL8 2011款 3.0L XT豪华商务旗舰版,2023-07-09,XT豪华商务旗舰版,别克GL8,0,6,0,142,166634,1,9231,个人,1,2024-06-27,52
945816,奔驰M级 2012款 ML 300,2023-09-12,300,奔驰M级,2,2,0,292,54483,1,6243,个人,1,2024-06-27,51
743973,宝马M4 2014款 M4敞篷轿跑车,2023-09-08,M4敞篷轿跑车,宝马M4,6,0,1,154,175032,1,3400,个人,1,2024-06-27,75
313228,雷克萨斯IS 2009款 300 炫动版,2023-12-20,炫动版,雷克萨斯IS,2,2,0,73,31783,1,6628,个人,1,2024-06-27,45
888217,捷豹XEL 2020款 2.0T 200PS R-DYNAMIC 青春运动版,2024-03-26,青春运动版,捷豹XEL,6,6,0,296,45041,0,6577,个人,1,2024-06-27,29
312169,奥迪A4L 2019款 40 TFSI 时尚型 国VI,2024-06-03,国VI,奥迪A4L,4,6,0,106,163200,0,6427,个人,0,2024-06-27,26
329867,凯迪拉克XT5 2018款 28T 四驱豪华型,2024-02-21,四驱豪华型,凯迪拉克XT5,2,6,0,244,242192,1,1565,个人,1,2024-06-27,94
924780,MINI 2015款 2.0T COOPER S 五门版,2024-05-15,五门版,MINI,1,6,0,289,148664,1,2067,个人,1,2024-06-27,12
714659,本田CR-V 2012款 2.0L 四驱经典版,2023-07-27,四驱经典版,本田CR-V,6,3,0,162,188882,0,1725,个人,0,2024-06-27,49
408168,凯迪拉克XTS 2018款 28T 技术型,2024-03-20,技术型,凯迪拉克XTS,3,3,1,236,239214,1,8658,个人,1,2024-06-27,71
397679,奔驰R级 2017款 R 320 4MATIC 商务型臻藏版,2024-05-23,商务型臻藏版,奔驰R级,4,5,1,168,254416,1,4002,个人,0,2024-06-27,22
157206,Cayman 2015款 Cayman Style Edition 2.7L,2023-10-23,2.7L,Cayman,1,2,0,128,49508,0,1469,个人,1,2024-06-27,75
691361,奔驰C级(进口) 2019款 C 260 4MATIC 轿跑车,2023-10-25,轿跑车,奔驰C级(进口),1,6,1,94,281648,1,6391,个人,0,2024-06-27,75
484062,奔驰GL级 2015款 GL 400 4MATIC动感型,2023-12-18,4MATIC动感型,奔驰GL级,5,4,0,91,218475,1,6884,个人,1,2024-06-27,67
705483,宝马5系 2018款 528Li 上市特别版,2023-07-31,上市特别版,宝马5系,4,2,1,276,137662,0,6732,个人,0,2024-06-27,88
760627,朗逸 2019款 280TSI DSG舒适版 国VI,2024-04-19,国VI,朗逸,7,0,0,135,114432,0,2965,个人,0,2024-06-27,7
978321,捷达 2015款 1.6L 手动时尚型,2023-07-16,手动时尚型,捷达,2,2,0,148,123177,1,7813,个人,0,2024-06-27,59
755573,宝马3系 2021款 325Li M运动套装,2024-04-08,M运动套装,宝马3系,1,0,1,281,62227,1,3881,个人,0,2024-06-27,72
130917,奔驰V级 2017款 V 260 领航版,2023-09-09,领航版,奔驰V级,1,1,0,154,56736,0,7725,个人,1,2024-06-27,11
459850,奔驰C级 2018款 C 200 L 运动版,2023-11-12,运动版,奔驰C级,6,2,1,247,257746,1,3099,个人,1,2024-06-27,49
551704,MINI CLUBMAN 2016款 改款 1.5T COOPER,2023-12-13,COOPER,MINI,3,6,0,81,127177,0,1641,个人,0,2024-06-27,9
355975,天籁 2020款 2.0L XL 舒适版,2024-02-01,舒适版,天籁,3,0,1,159,163804,1,8619,个人,1,2024-06-27,20
141279,奔驰GLB 2022款 GLB 200 时尚型,2023-11-06,时尚型,奔驰GLB,4,2,0,263,43859,1,9369,个人,0,2024-06-27,10
863095,揽胜 2014款 3.0 V6 SC Vogue SE 创世加长版,2024-06-24,创世加长版,揽胜,4,4,0,215,278513,0,9937,个人,0,2024-06-27,5
373110,奔驰GLC 2016款 GLC 260 4MATIC 豪华型,2024-06-20,豪华型,奔驰GLC,3,1,0,181,258720,0,2823,个人,1,2024-06-27,89
602384,奥迪A6L 2017款 30 FSI 舒适型,2024-05-01,舒适型,奥迪A6L,0,0,0,148,24980,1,9549,个人,0,2024-06-27,54
769769,奔驰GLC 2018款 改款 GLC 260 4MATIC 豪华型,2024-05-10,豪华型,奔驰GLC,4,6,0,213,95222,1,7124,个人,1,2024-06-27,5
508636,揽胜运动版 2018款 3.0 V6 HSE DYNAMIC,2024-02-23,DYNAMIC,揽胜运动版,7,3,1,159,246188,0,5458,个人,1,2024-06-27,50
520441,奔驰C级 2017款 改款 C 180 L 时尚型运动版,2024-01-10,时尚型运动版,奔驰C级,3,0,1,185,244232,1,4616,个人,0,2024-06-27,89
202246,奔驰GLB 2022款 GLB 200 时尚型,2024-01-11,时尚型,奔驰GLB,0,2,1,77,68973,0,6148,个人,0,2024-06-27,70
381905,沃尔沃XC90 2022款 B6 智逸豪华版 7座,2023-09-13,7座,沃尔沃XC90,3,1,0,288,26795,1,4584,个人,1,2024-06-27,62
456438,奥迪A6L 2021款 45 TFSI quattro 尊享致雅型,2023-09-09,尊享致雅型,奥迪A6L,3,3,1,163,222572,0,9128,个人,1,2024-06-27,82
968767,宝马M2 2018款 M2,2024-02-25,M2,宝马M2,0,6,1,272,88376,0,3493,个人,0,2024-06-27,41
799675,奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,2024-01-14,动感型,奔驰GLC,7,3,1,248,162685,1,9688,个人,1,2024-06-27,90
943130,英菲尼迪QX80 2016款 5.6L 4WD,2023-12-24,4WD,英菲尼迪QX80,0,1,0,81,62122,1,1789,个人,0,2024-06-27,49
209777,发现 2021款 360PS R-Dynamic S,2023-10-01,S,发现,6,0,0,167,81346,1,5913,个人,1,2024-06-27,23
863971,奔驰E级 2016款 E 300 L 时尚型,2024-04-06,时尚型,奔驰E级,3,3,0,117,248067,0,5350,个人,0,2024-06-27,32
544994,奔驰CLS 2012款 CLS 300 CGI,2023-09-08,CGI,奔驰CLS,1,2,1,160,299352,0,6704,个人,1,2024-06-27,69
361707,奔驰GLB 2022款 GLB 200 动感型,2024-01-26,动感型,奔驰GLB,5,5,1,266,292795,0,8078,个人,1,2024-06-27,86
969065,宝马7系 2013款 730Li 豪华型,2024-02-22,豪华型,宝马7系,1,4,0,228,23540,0,4300,个人,1,2024-06-27,23
156088,沃尔沃XC60(进口) 2012款 T5 智雅版,2023-09-03,智雅版,沃尔沃XC60(进口),1,5,0,288,257501,1,4779,个人,1,2024-06-27,41
126777,奔驰E级 2018款 E 200 运动型 4MATIC,2024-05-18,4MATIC,奔驰E级,3,0,0,194,122954,0,5827,个人,1,2024-06-27,44
519418,宝马X5(进口) 2015款 xDrive28i,2023-08-03,xDrive28i,宝马X5(进口),0,1,0,228,37576,1,3732,个人,0,2024-06-27,18
731494,奥迪A6L 2018款 30周年年型 30 FSI 风尚型,2024-03-05,风尚型,奥迪A6L,3,1,0,189,294660,0,1228,个人,0,2024-06-27,86
925413,宝马5系(进口) 2012款 530i 领先型 旅行版,2024-03-31,旅行版,宝马5系(进口),3,1,1,297,220962,1,8916,个人,0,2024-06-27,85
116189,宝马X5(进口) 2020款 xDrive30i M运动套装,2023-09-11,M运动套装,宝马X5(进口),0,6,0,192,28662,0,2175,个人,1,2024-06-27,18
309646,奔驰S级 2018款 S 320 L,2023-12-23,L,奔驰S级,5,2,1,232,56534,1,1730,个人,1,2024-06-27,80
975052,传祺M6 2021款 Pro 270T 自动豪华版,2024-01-25,自动豪华版,传祺M6,2,3,1,76,115745,0,8679,个人,0,2024-06-27,16
527682,宝马5系 2011款 523Li 豪华型,2023-12-10,豪华型,宝马5系,4,3,1,62,234381,0,2836,个人,1,2024-06-27,20
766597,揽胜极光 2021款 极光L 249PS R-Dynamic HSE奢享版,2024-01-06,HSE奢享版,揽胜极光,5,2,0,179,240994,1,5604,个人,1,2024-06-27,61
481271,Panamera 2010款 Panamera 4 3.6L,2024-04-15,3.6L,Panamera,0,0,0,260,226585,0,8466,个人,0,2024-06-27,31
301874,奔驰B级 2020款 B 180,2024-01-28,180,奔驰B级,6,0,1,101,177725,1,6164,个人,0,2024-06-27,41
721465,宝马3系 2010款 325i 时尚型,2024-01-18,时尚型,宝马3系,7,1,1,227,222867,0,7368,个人,0,2024-06-27,76
112701,奥迪A6L 2011款 2.8 FSI 舒适型,2024-01-19,舒适型,奥迪A6L,6,5,0,266,89779,0,3242,个人,0,2024-06-27,69
640161,凯迪拉克XTS 2018款 28T 技术型,2024-03-16,技术型,凯迪拉克XTS,7,0,1,178,45027,0,2418,个人,0,2024-06-27,43
562475,别克GL8 2013款 2.4L CT豪华商务舒适版,2023-07-14,CT豪华商务舒适版,别克GL8,1,3,1,110,144,0,7396,个人,0,2024-06-27,84
831052,探界者 2018款 550T 自动四驱拓界版,2023-12-11,自动四驱拓界版,探界者,2,2,0,51,118650,1,8929,个人,1,2024-06-27,67
168120,蒙迪欧 2013款 2.0L GTDi240豪华运动型,2024-01-05,GTDi240豪华运动型,蒙迪欧,3,2,1,239,162776,0,5487,个人,0,2024-06-27,45
605555,奔驰GLC 2018款 GLC 260 4MATIC 动感型,2023-10-29,动感型,奔驰GLC,3,0,1,290,66116,0,2818,个人,0,2024-06-27,94
231592,凯迪拉克XT5 2018款 28T 四驱豪华型,2023-09-16,四驱豪华型,凯迪拉克XT5,0,4,0,237,16185,1,4690,个人,0,2024-06-27,40
358113,别克GL8 2011款 3.0L XT豪华商务旗舰版,2023-12-08,XT豪华商务旗舰版,别克GL8,4,5,1,65,78904,0,3400,个人,1,2024-06-27,20
962078,奔驰M级 2012款 ML 300,2024-02-11,300,奔驰M级,5,2,0,183,122258,0,9600,个人,1,2024-06-27,28
471219,宝马M4 2014款 M4敞篷轿跑车,2023-12-30,M4敞篷轿跑车,宝马M4,6,2,0,241,177576,0,8622,个人,0,2024-06-27,77
569415,雷克萨斯IS 2009款 300 炫动版,2024-02-03,炫动版,雷克萨斯IS,6,0,0,60,56785,0,3575,个人,0,2024-06-27,61
530088,捷豹XEL 2020款 2.0T 200PS R-DYNAMIC 青春运动版,2023-10-30,青春运动版,捷豹XEL,3,6,0,192,54204,1,6269,个人,1,2024-06-27,2
195413,奥迪A4L 2019款 40 TFSI 时尚型 国VI,2024-05-02,国VI,奥迪A4L,5,0,1,106,266067,0,8116,个人,0,2024-06-27,92
549214,凯迪拉克XT5 2018款 28T 四驱豪华型,2023-12-03,四驱豪华型,凯迪拉克XT5,3,0,1,230,169317,0,9099,个人,0,2024-06-27,1
743175,MINI 2015款 2.0T COOPER S 五门版,2023-08-29,五门版,MINI,6,1,1,133,156329,1,3204,个人,0,2024-06-27,30
945900,本田CR-V 2012款 2.0L 四驱经典版,2024-05-01,四驱经典版,本田CR-V,1,4,0,267,265548,1,5964,个人,0,2024-06-27,23
280540,凯迪拉克XTS 2018款 28T 技术型,2023-11-22,技术型,凯迪拉克XTS,2,3,1,209,292276,0,3216,个人,0,2024-06-27,81
435709,奔驰R级 2017款 R 320 4MATIC 商务型臻藏版,2023-12-04,商务型臻藏版,奔驰R级,2,1,1,285,27643,0,2195,个人,1,2024-06-27,88
146093,Cayman 2015款 Cayman Style Edition 2.7L,2023-07-09,2.7L,Cayman,4,6,1,61,176590,1,9227,个人,1,2024-06-27,55
878269,奔驰C级(进口) 2019款 C 260 4MATIC 轿跑车,2024-06-04,轿跑车,奔驰C级(进口),0,1,1,61,62278,1,3131,个人,1,2024-06-27,53
115982,奔驰GL级 2015款 GL 400 4MATIC动感型,2024-04-13,4MATIC动感型,奔驰GL级,0,4,1,228,150639,0,6956,个人,1,2024-06-27,58
185899,宝马5系 2018款 528Li 上市特别版,2024-05-20,上市特别版,宝马5系,1,5,1,125,25535,1,4446,个人,1,2024-06-27,71
974689,朗逸 2019款 280TSI DSG舒适版 国VI,2023-12-13,国VI,朗逸,1,3,0,154,263768,0,4434,个人,1,2024-06-27,90
300933,捷达 2015款 1.6L 手动时尚型,2023-11-17,手动时尚型,捷达,6,4,1,289,171635,1,6182,个人,1,2024-06-27,65
642718,宝马3系 2021款 325Li M运动套装,2023-11-13,M运动套装,宝马3系,6,5,0,82,203071,0,5358,个人,1,2024-06-27,25
155386,奔驰V级 2017款 V 260 领航版,2023-09-06,领航版,奔驰V级,6,6,0,61,293717,1,9897,个人,0,2024-06-27,29
888450,奔驰C级 2018款 C 200 L 运动版,2024-05-28,运动版,奔驰C级,6,3,1,91,86639,0,4352,个人,1,2024-06-27,53
875158,MINI CLUBMAN 2016款 改款 1.5T COOPER,2023-10-17,COOPER,MINI,1,6,1,205,148735,0,1174,个人,0,2024-06-27,10
990828,天籁 2020款 2.0L XL 舒适版,2023-09-14,舒适版,天籁,3,5,0,102,182235,1,4780,个人,1,2024-06-27,77
625793,奔驰GLB 2022款 GLB 200 时尚型,2024-06-01,时尚型,奔驰GLB,2,1,0,172,105925,1,4191,个人,1,2024-06-27,73
618720,揽胜 2014款 3.0 V6 SC Vogue SE 创世加长版,2023-07-03,创世加长版,揽胜,1,4,1,113,99250,0,7040,个人,1,2024-06-27,15
440652,奔驰GLC 2016款 GLC 260 4MATIC 豪华型,2024-05-02,豪华型,奔驰GLC,6,3,1,270,245488,1,8952,个人,1,2024-06-27,25
